shipment_id,origin_zip,dest_zip,weight_lbs,status,freight_class,base_rate_per_mile_cwt,fuel_surcharge_percent,accessorial_charges,driver_id,vendor_id,created_at,last_updated_timestamp,skid_details,is_stackable,is_urgent,delivery_appointment,origin_country,dest_country,Quote,skid_dims
SHP83649,85001,L4N1G7,1000.0,pending,125,0.1,20.0,35.0,,,2025-07-13T23:32:02.258692,2025-07-13T23:32:02.258692,,False,False,False,US,CA,,unknown
SHP54341,85001,L4N1G7,1000.0,pending,125,0.1,20.0,35.0,,,2025-07-13T23:37:20.029794,2025-07-13T23:37:20.029794,,False,False,False,US,CA,,unknown
SHP80018,85001,L4T 1G7,500.0,pending,125,0.1,20.0,35.0,,,2025-07-14T00:31:29.848808,2025-07-14T00:31:29.848808,,False,False,False,US,CA,$1553.00,10x20x30
SHP53083,85001,L5N 1G7,500.0,pending,125,0.1,20.0,35.0,,,2025-07-14T00:42:40.024780,2025-07-14T00:42:40.024780,,False,False,False,US,CA,$1548.17,30x50x70
SHP93479,85001,L4N1G7,1000.0,pending,125,0.1,20.0,35.0,,,2025-07-14T01:44:24.130923,2025-07-14T01:44:24.130923,,False,False,False,US,Canada,,unknown
SHP46013,85288,L4T0A2,551.0,pending,50,0.1,20.0,35.0,,,2025-07-14T01:33:48.147212,2025-07-14T01:33:48.147212,,True,False,False,USA,Canada,,unknown
SHP37259,85288,L4T0A2,2000.0,pending,150,0.1,20.0,35.0,,,2025-07-14T02:22:54.595921,2025-07-14T02:22:54.595921,,True,True,True,United States,Canada,6867.8,unknown
SHP10413,85001,L4N1G7,100.0,pending,125,0.1,20.0,35.0,,,2025-07-14T18:59:22.371740,2025-07-14T18:59:22.371740,,True,True,False,US,Canada,345.64,unknown
SHP48043,85001,L4N1G7,150.0,pending,70,0.1,20.0,35.0,,,2025-07-14T19:05:30.253221,2025-07-14T19:05:30.253221,,True,True,False,US,Canada,399.66,unknown
SHP56901,85027,12170,1856.0,pending,50,0.1,20.0,35.0,,,2025-07-17T11:25:59.792802,2025-07-17T11:25:59.792802,,True,True,True,US,US,4509.0,unknown
SHP84824,85001,85208,2000.0,pending,125,0.1,20.0,35.0,,,2025-07-17T12:58:49.453450,2025-07-17T12:58:49.453450,,True,True,True,USA,USA,116.42,unknown
SHP40917,85027,L4M6J1,1728.0,pending,85,0.1,20.0,35.0,,,2025-07-21T10:33:41.832037,2025-07-21T10:33:41.832037,,False,True,True,USA,Canada,4179.92,unknown
SHP14522,85001,85288,251.0,pending,155,0.1,20.0,35.0,,,2025-07-29T13:52:31.643762,2025-07-29T13:52:31.643762,,True,False,False,USA,USA,39.39,unknown
SHP94686,85001,L5R1S3,4400.0,pending,150,0.1,20.0,35.0,,,2025-07-29T15:37:56.946256,2025-07-29T15:37:56.946256,,True,True,True,US,CA,15135.8,unknown
SHP13738,85001,85285,2000.0,pending,125,0.1,20.0,35.0,,,2025-08-10T21:19:50.577872,2025-08-12T03:23:37.801648,,False,False,False,USA,USA,35.35,unknown
SHP35662,89109,L4T0A1,3500.0,pending,70,0.1,20.0,35.0,,,2025-08-11T02:00:59.058712,2025-08-11T02:00:59.058712,,True,True,True,USA,Canada,8509.76,unknown
SHP11434,85001,L5R1S3,3307.0,pending,125,0.1,20.0,35.0,,,2025-08-11T17:53:55.289981,2025-08-11T17:53:55.289981,,True,True,True,USA,Canada,10075.05,unknown
SHP79459,85001,L5R1S3,4400.0,pending,50,0.1,20.0,35.0,,,2025-08-11T18:27:57.528062,2025-08-11T18:27:57.528062,,True,False,True,USA,Canada,9327.8,unknown
SHP76563,85001,L5R1S3,1000.0,pending,125,0.1,20.0,35.0,,,2025-08-12T01:37:12.746014,2025-08-12T01:37:12.746014,,True,False,False,United States,Canada,3071.0,unknown
SHP43926,85083,L5R1S3,3307.0,pending,125,0.1,20.0,35.0,,,2025-08-13T00:04:07.488592,2025-08-13T00:04:07.488592,,True,False,True,USA,Canada,10207.4,unknown
SHP38039,85027,L5R 1S3,4409.0,pending,125,0.1,20.0,35.0,,,2025-08-13T17:50:55.922921,2025-08-13T17:50:55.922921,,True,False,False,USA,Canada,13603.26,unknown
SHP78772,85027,L3R 1S3,8818.18,pending,93,0.1,20.0,35.0,,,2025-08-22T10:01:02.857286,2025-08-22T10:01:02.857286,,True,True,True,USA,Canada,27464.13,unknown
SHP44247,L5R1S3,85001,1287.0,pending,60,0.1,20.0,35.0,,,2025-08-23T10:11:59.709808,2025-08-23T10:11:59.709808,,True,True,True,Canada,USA,3162.41,unknown
SHP66447,85085,L5R1S3,4409.0,pending,70,0.1,20.0,35.0,,,2025-08-25T06:12:13.910926,2025-08-25T06:12:13.910926,,True,False,True,US,CA,10639.35,unknown
SHP51991,85027,L5R1S3,92594.0,pending,150,0.1,20.0,35.0,,,2025-08-26T04:09:05.239912,2025-08-26T04:09:05.239912,,True,True,True,USA,Canada,322151.01,unknown
SHP73095,85001,L5R1S3,440.0,pending,125,0.1,20.0,35.0,,,2025-08-27T12:06:48.806635,2025-08-27T12:06:48.806635,,True,False,True,USA,Canada,1399.38,unknown
SHP61997,85001,85288,5511.0,pending,125,0.1,20.0,35.0,,,2025-08-28T02:37:40.211846,2025-08-28T02:37:40.211846,,True,False,False,USA,USA,120.18,unknown
SHP97508,85011,L3R 1E3,7716.0,pending,125,0.1,20.0,35.0,,,2025-08-30T10:40:44.054005,2025-08-30T10:40:44.054005,,True,False,True,USA,Canada,24142.25,unknown
SHP86400,85001,L4M6J1,2000.0,pending,125,0.1,20.0,35.0,,,2025-09-06T01:43:25.607164,2025-09-06T01:43:25.607164,,True,False,False,USA,Canada,6082.16,unknown
SHP77684,85002,L5R1S3,440.0,pending,125,0.1,20.0,35.0,,,2025-09-13T02:09:17.329571,2025-09-13T02:09:17.329571,,True,False,True,US,CA,1370.0,unknown
SHP75073,85027,30308,2204.62,pending,125,0.1,20.0,35.0,,,2025-09-17T17:48:20.656209,2025-09-17T17:48:20.656209,,True,True,True,US,US,5626.89,unknown
SHP65942,85001,32001,2204.62,pending,92,0.1,20.0,35.0,,,2025-09-17T22:16:51.142977,2025-09-17T22:16:51.142977,,True,True,True,USA,USA,1991.25,unknown
SHP19483,85083,32005,4409.0,pending,125,0.1,20.0,35.0,,,2025-09-18T20:18:49.705537,2025-09-18T20:18:49.705537,,True,True,True,US,US,3831.68,unknown
SHP69022,85054,34212,2204.62,pending,125,0.1,20.0,35.0,,,2025-09-23T19:18:04.685377,2025-09-23T19:18:04.685377,,True,True,True,USA,USA,6779.95,unknown
SHP76075,33101,30303,8.0,pending,125,0.1,20.0,35.0,,,2025-09-26T03:12:42.334280,2025-09-26T03:12:42.334280,,True,False,False,US,US,42.3,unknown
SHP66341,30024,55344,161.0,pending,50,0.1,20.0,35.0,,,2025-09-30T10:26:44.278112,2025-09-30T10:26:44.278112,,False,False,True,USA,USA,209.81,unknown
SHP13733,30024,25291,8.27,pending,125,0.1,20.0,35.0,,,2025-09-30T19:58:18.749058,2025-09-30T19:58:18.749058,,True,True,False,USA,USA,52.53,unknown
SHP85024,85027,10030,2204.0,pending,125,0.1,20.0,35.0,,,2025-09-30T21:43:50.744176,2025-09-30T21:43:50.744176,,True,True,True,US,US,7483.68,unknown
SHP15370,85001,55108,2204.0,pending,125,0.1,20.0,35.0,,,2025-10-01T04:57:57.865345,2025-10-01T04:57:57.865345,,True,False,False,US,US,5044.38,unknown
SHP96875,85027,10001,1102.0,pending,125,0.1,20.0,35.0,,,2025-10-01T05:09:08.081364,2025-10-01T05:09:08.081364,,True,True,True,US,US,3744.13,unknown
SHP16688,85027,30308,500.0,pending,100,0.1,20.0,35.0,,,2025-10-01T16:30:15.666355,2025-10-01T16:30:15.666355,,True,True,True,US,US,1303.22,unknown
SHP36986,10754,30024,17.6,pending,60,0.1,20.0,35.0,,,2025-10-01T18:10:32.949917,2025-10-01T18:10:32.949917,,True,True,True,USA,USA,64.18,unknown
SHP25940,10754,30024,17.6,pending,60,0.1,20.0,35.0,,,2025-10-01T18:10:40.390641,2025-10-01T18:10:40.390641,,True,True,True,USA,USA,64.18,unknown
SHP65964,30024,28126,55.0,pending,125,0.1,20.0,35.0,,,2025-10-09T20:14:05.829926,2025-10-09T20:14:05.829926,,False,False,True,USA,USA,52.08,unknown
SHP74961,85083,30309,3307.0,pending,125,0.1,20.0,35.0,,,2025-11-12T23:15:57.755970,2025-11-12T23:15:57.755970,,True,True,True,USA,USA,8423.01,unknown
SHP46143,85004,30309,551.0,pending,55,0.1,20.0,35.0,,,2025-11-15T16:15:34.176993,2025-11-15T16:15:34.176993,,True,True,True,US,US,1111.5,unknown
SHP83871,85083,30309,1102.0,pending,125,0.1,20.0,35.0,,,2025-11-21T16:50:39.820712,2025-11-21T16:50:39.820712,,True,True,True,USA,USA,2830.16,unknown
SHP74894,85001,84130,600.0,pending,125,0.1,20.0,35.0,,,2025-11-25T15:11:27.097995,2025-11-25T15:12:35.246228,,True,True,True,US,US,1532.85,unknown
SHP15729,85083,10004,1102.0,pending,50,0.1,20.0,35.0,,,2025-11-25T23:14:35.858632,2025-11-25T23:14:35.858632,,True,True,True,USA,USA,1979.46,unknown
SHP73290,85001,M4B1B6,1102.0,pending,150,0.1,20.0,35.0,,,2025-11-27T18:11:28.361449,2025-11-27T18:11:28.361449,,True,True,True,US,CA,2706.51,unknown
SHP16971,85001,B3J0C3,1102.0,pending,125,0.1,20.0,35.0,,,2025-12-04T22:39:14.592212,2025-12-04T22:39:14.592212,,True,True,True,US,CA,5047.42,unknown
SHP64301,85001,30309,1000.0,pending,100,0.1,20.0,35.0,,,2025-12-10T00:06:45.105855,2025-12-10T00:06:45.105855,,False,True,True,USA,USA,2531.42,unknown
SHP40292,85001,L4T1E3,1102.0,pending,125,0.1,0.2,35.0,,,2025-12-10T00:37:23.800826,2025-12-10T00:37:23.800826,,True,True,True,US,CA,2829.91,unknown
SHP65346,85083,10001,1102.0,pending,125,0.1,20.0,35.0,,,2025-12-10T04:29:15.019180,2025-12-10T04:29:15.019180,,True,True,True,USA,USA,3742.61,unknown
SHP56098,19341,11001,459.0,pending,125,0.1,20.0,35.0,,,2026-01-21T20:04:45.774711,2026-01-21T20:04:45.774711,,True,False,True,USA,USA,124.31,unknown
SHP27032,85027,10004,5512.0,pending,55,0.1,20.0,35.0,,,2026-01-21T22:25:39.704064,2026-01-21T22:25:39.704064,,True,False,True,USA,USA,14554.27,unknown
SHP91365,85027,30309,551.0,pending,125,0.1,20.0,35.0,,,2026-01-30T21:34:59.669549,2026-01-30T21:34:59.669549,,True,True,True,USA,USA,1439.42,unknown
SHP49241,20190,07078,321.0,pending,125,0.1,20.0,35.0,,,2026-02-01T15:33:01.230829,2026-02-01T15:33:01.230829,,True,False,False,United States,United States,140.87,unknown
SHP94509,85027,30309,1102.0,pending,125,0.1,20.0,35.0,,,2026-02-06T21:57:29.404496,2026-02-06T21:57:29.404496,,True,True,True,USA,USA,3744.13,unknown
SHP33755,85281,85288,2204.62,pending,125,0.1,20.0,35.0,,,2026-02-10T03:27:10.342005,2026-02-10T03:27:10.342005,,True,False,False,USA,USA,43.82,unknown
SHP11265,85281,85288,4409.0,pending,125,0.1,20.0,35.0,,,2026-02-10T21:38:38.168150,2026-02-10T21:38:38.168150,,True,False,False,US,US,52.64,unknown
SHP17804,14207,16503,5342.0,pending,55,0.1,20.0,35.0,,,2026-02-11T03:45:33.077183,2026-02-11T03:45:33.077183,,False,True,False,United States,United States,611.94,unknown
SHP89482,85281,85288,2643.0,pending,150,0.1,20.0,35.0,,,2026-03-03T07:53:41.264190,2026-03-03T07:53:41.264190,,True,True,False,USA,USA,47.37,unknown
SHP83314,85027,30309,1102.0,pending,125,0.1,20.0,35.0,,,2026-03-03T16:29:17.379188,2026-03-03T16:29:17.379188,,True,True,True,USA,USA,2833.2,unknown
SHP95998,85027,30309,1100.0,pending,75,0.1,20.0,35.0,,,2026-03-04T21:15:00.633759,2026-03-04T21:15:00.633759,,True,True,True,USA,USA,2975.3,unknown
SHP14401,85027,30309,2000.0,pending,125,0.1,20.0,35.0,,,2026-04-08T16:43:14.045813,2026-04-08T16:43:14.045813,,True,True,True,US,US,5113.4,unknown
SHP41137,85027,30309,1102.0,pending,125,0.1,20.0,35.0,,,2026-04-09T19:43:36.157426,2026-04-09T19:43:36.157426,,True,True,True,US,US,2833.2,unknown
SHP78157,85083,10005,551.0,pending,125,0.1,20.0,35.0,,,2026-04-28T23:07:40.721559,2026-04-28T23:07:40.721559,,True,True,True,US,US,1433.34,unknown
SHP19419,85083,30309,551.0,pending,125,0.1,20.0,35.0,,,2026-05-04T21:55:21.864071,2026-05-04T21:55:21.864071,,False,True,True,USA,USA,1433.34,unknown
